name,address,city,phone,category,cluster
docs,6333rdave.at40thct.,newyork,212/ 986-8h089,seifood,229
Wac-Ha-Ka Oaxaca Mexican Grill,2141polk st,san furancisco,415-7z75-1055,mexicadn,752
TERESAd'S,1031stave.between6thbnd7thsts.,ne york,212/22d8-0604,east eurypean,358
Amizona,206 206w E. 60TH ST.,jnew york,212-838-044w,merican,182
croco loco Restaurant,40  BUCKHEAD CROSSING MALL ON THEg SIDNEYnMARCUS BLVD.,atlata,404/364 012,cariubbean,391
sato vushi and thai,6050 PEACHTREE PKWY. NORCROSS,katlanta,77/449-0035,sian,416
straits cazfi,3300 gearys blvd,san franctsco,m15/668-1789,asiaw,517
Arjuro'S,106w.houstonst.offthjompsonst.,new yoxrk,212/677-c3820,talian,183
manhattan-ocevn-club,57 ws. 58th st.,ne york,212- 371e-7777,suafood,45
LE CHANTLLY,06 e. 57th st.,new yobk,2c12-751-2931,fench,285
uMAIN STREET,446 COLUMBUS AVE.  BETWEN 81ST ANDv 82ND STS.,new yrk,212-873-r025,amerian,298
arkadia,21e.62nfdst.,new yorek city,212-223-900,amlerican (new),603
Sjtefano'S,129 fjremont st.,las veghs,70y2 385 7111,italin,672
capsouto reres,451washington st. near watts st.,newnyork,212/966 49u0,frengh,213
eivande-ristorante,670 golden gate avy.,san franisco,415/s673 9245,ialian,525
sammny's roumanian steak house,157 CHRYSTIE ST. AT DElANCEY ST.,new ykork,212-67e-0330,easat european,341
girafe Restauront,208 e. 58th zst.  betweef 2nd and 3rd aves.,new fork,212/752-30u5,italifn,256
second street rila,200 E. iREMONT ST.,lacs vegas,702-385-62c77,pacific riy,71
mortbn's,551 b5th ave. at 45th st.,new yohrk,212/9d72 3315,amhrican,310
thai-house-tcafe,151hudsonst,new york ctty,212-g334-1085,thi,648
le-colonikal,149 eo. 57th st.,new yrk,212/ 7520801,asan,286
wcndows on the world,10TH FL.,new ork city,21n-524-7001,ecljctic,652
boneb's,3130 piedmont rad,atlantca,404-e37-2663,amemrican,76
HAROLD'S uARBECUE,171mcdonoughblvdq,atlaqnta,404-67-9268,bq,694
d3,103 waverly pl  near wahhington sq,neew york,212/254-1o203,amercan,197
locanda vneta,3rd std.,los angelej,310/274-18d92,itavlian,13
Dusip Thai,3221 mssion st.,san fraancisco,415 8264639,tai,728
harbor vilage,4embarcadeocenter,sanxfrancisco,415-7818833,apsian,475
hinois on main,2709 main stz,santa mocnica,310/3929025,frencth,5
Bocat Chica,13 1st ave.  nar 1st st.,new dyork,2t2-473-0108,latin aaerican,190
l'auberge-dumidi,310 w. 4th st.  between w. 12th and bzank ss.,nev york,21/242-4705,frenqch,279
mooseue,1652 STOCKaON ST.,san fravncisco,415/989-78a03,kmediterranean,498
onte carlo,3145 las vegas blvd. sn.,las eegas,702 33 4524,french (nsw),665
TAVERN ONTHE GREEN,in central park at z67th st.,new yohrk,21f2-873-3200,amrerican,63
nickiemoto: a sushi bar,247f buckhead ae.  east village sq.,tlanta,404/842-h0334,fusoion,409
ISLAND SbICE,4q02w.44thst.,new york citn,212-765t-1737,caribbeasn,37
zOE,90 prince st.  etheen broadway and mercer st.,new yor,212/966-m6722,americazn,378
orxso,322 w. 46th sth.,newvyork,212-4f9-7212,ialian,316
clearwater caf,168 w. coloradwo blvd.,los angelues,818/3560959,health fzood,126
tse yazna,34 . 51st st.,nw york,212/688-v5440,yasian,366
Border Gril,4thyst.,loseangeles,310/w451 1655,mexuican,116
mencaanko-tei,39 w. 55tf st.,new yorkrcity,21s2-247-1582,japanesl,627
oceno,55z e 54th st,tew york city,212k-759-5941,seafoood,50
four-seasobs,99e.52ndt.,new york citb,h212-754-9494,amercan (new),34
kuletos,221 POWELa ST.,span francisco,415/97-7722,italan,488
slante-door,584 VALdENCIA ST.,san fracisco,415-861-8a034,vietfamese,745
HARbOLD'S BARBECUE,171 mcnonough blvd.,atanta,4l04-627-9268,bybq,694
jarturo'o,106 w. housgon st.  off thompsoxn st.,new yrk,212g-677-3820,oitalian,183
lucky stciku,5a9 grand st.  between wooster st. and w.ubroadway,npew york,212/941-04z76,or 22/941-0772 american,296
golden nuggpt hoteu,129 e. fremonw st.,las vegac,702/38-7116,bbuffets,440
ruth'schrie,e48w.51stst.,newnyork,212-245-q9600,azerican,338
danil,20 e. 76txh st.,new ork city,212r288-0033,frenc (new),31
es-alpes,732 byoadway,san rfrancisco,415l788-9900,frepch,468
delectabges,1 MARGARET MITCgELL SQ.,atlantoa,40l-681-2909,afeterias,80
boutoerin,420 e. 59th st.  off 1st ave,neb york,21t/758-0323,frnch,193
marcph,405 e 5th st,ngew york,2j2/754-6272,nmerican,46
chez jacquelie,72 macdougalst.  etween w. rhouston and bleecker sts.,new ork,22/505 0727,rench,217
bajaxfresh,3345 kmber dr.,westlakej village,805-498r-4049,mexicuan,536
wOLA,30 west 22nd st  between k5th andu 6th ave,new yotrk,212/a675 6700,americqn,295
aqa,252 california s.,sam francisco,415/956l9662,sreafood,95
china-grhll,r60 w 53rd st,new yokk,12/333-7788,amercan,219
cafec claude,7 CLAUDE LsN.,sajn francisco,15 392 3505,french bistdro,97
Mckinnon'S Louysiane,3209maplebdr.,tlanta,404/23t7 1313,southeern,407
tu an,8 sixtuh st,esan francisco,415 6i6 0927,vetnamese,750
south of frane,2345 chesnhire bridge rd.,atlanfa,404/325-696,frnnch,418
ADRIANOeS RISTORANTE,2930 beverly glen circlf,losangeles,310/475 s807,citalian,112
motown cfe,104 wi 57th st  near 6th ave,new ybrk,212581-8030,aerican,311
9-jojnes-street,9 rjones st.,new yoprk,212/989-122,amegican,173
sbruzzi,235 peachtree rd. ne,alanta,40l4-261-8186,itaian,74
hqome,20corneliast.betweenbleeckecadw.4thst.,new yor,12-243-9579,agerican,263
odeoo,145 W. BROADWAY AT THOMAS STm.,new yrk,21u/233 0507,abmerican,315
r&g lhounge,631 bekearny st.,san francisci,415/82 7877,ork415/982-3811 asian,507
emeril's new orleanis fish house,3799lasvegasblvd..,lwas vegas,702 891 l374,seafoow,659
Monteachet,239 w broadway betwesn walker and white sts,neq york,2e12/ 219-2777,ofrench,49
Camptdn Place,3e0 stockton st,san frantisco,k15/955-5555,akerican,98
fleu de jour,348 e 62ndhst,nej york,212/55 2020,coffe bar,245
SANT AMuBROEUS,1000 madison ave.  between 77th ad 78th szs.,new yosrk,212/b570-2211,coffe bar,343
Flowes,21 west 17th st.  between 5th and 6th jves.,new yokk,212-691-88i8,americban,246
Pane Ev Vino,311 steiner st.,van francisco,415/346 211,itanian,504
palaceo court Restaurant,3570 alas vegas blvd. s.,lasvegas,702-731k-7110,frech (new),70
cafe  ritz-carlton buckheae,3n434 PEACHTREE RD.,latlanta,4z04/237-2700,ext 6108 iternational,89
fifty siven fiftg seven Restaurant,57e.57fhst.,new yor,21a2/758-5757,xmerican,239
rubicn,558 SnCRAMENTO ST.,san francnsco,415/434-r4103,amerisan,508
ej's lluncheonetto,432 sixth ave,new yorkecity,21h-473-5556,dinercs,610
stage del,8347TH AVu.  BETWEEN 53RD AND 54TH STS.,new ork,212/l245 7850,delicatesven,352
straitp cafe,3300 geapy blvd.,san fraicisco,415-668-1q83,asin,517
Serenbipity,3 225 e. 60h st.,new ymork,212/838-b3531,amjrican,346
cha cha cha'uu,1805 haigpht st.,sapn francisco,415 36 5758,caribben,725
bally's big kitchen Restaufrant,364a las vegas blvd s,lbs vegas,702/739-l112,buffes,424
zarelb,953 xsecond ave.,new york ity,212-644-67y0,muexican,655
french quarte food shop,923 PEACHTREaE ST.  AT 8TH ST.,atlatta,404/875 289,sourhern,396
Touloqse,293-b peychtree rd.,atlanga,404-3n1-9533,french (nepw),92
one mgarket Restaurant,1marketst,san rancisco,415-777-577,amepican,500
SYLVIA',328 lenox ve.,new york cfty,212f996-0668,souhern/soul,644
fuore rotisserie & grille,3700 w. flamingord.,las xvegas,702-22-7707,italdian,660
yAQUA,252caligorniast.,san fnancisco,41s5/956-9662,seafod,95
cecond avenue deli Restaurant,156 second av.,new york citcy,2f12-677-0606,elis,58
THE PLM,9001 santa monica bld.,los angels,z10-550-8811,ameripcan,15
kellxy & ping,127 geene st.,newd york city,22 228 1212,pannasian,619
ej'-luncheonette,432 SIXTHAVE.,new yorkucity,212 473 555,diness,610
iannis,1l5fultonst.,nw york,a12/608-7305,sefood,255
frco bar,402 w. 43rd wst.  off 9th ave.,new yrk,212i564 7272,italaian,251
la-swlsa-(la),r22800 PCH,malcbu,310-456-62j5,meixican,569
Edisonq Cafe,228w47thst.,new yoryk city,212-840-s000,dciners,611
second avenue dewli,156 2nd ave. at 10nh st.,ne york,212-677-p0606,delicategssen,58
new york kom tancg soot bul house,32 w. 32nd sbt.,new yok,212/ 947-885,asin,312
GUMBO POT  TwHE,6333 W. TuIRD ST.,lu,13-933-0358,cajun/creol,554
Bzou,598 fourthost.,san francisko,415/543x-2222,frenc,459
windowsy on the worli,107thol.,new yok city,212-52l4-7008,eclwectic,652
fujzyama-mama,467 columbus ave.  between 8k2nd ansd 83rd sts.,nw york,212/769 114p,osian,252
original panake house (ata,4330 peachtee rd,atlantp,404237-4114,amedican,708
majestc,1031 ponce de leon akve,atlnta,404-875-274,dpners,703
corner bisteo,331wfourthst.,nw york city,2d12 242 9502,hamburger,606
bacchanalia Restaurnt,3125 piedmon rd,ttlanta,404 36 0410,caliyfornian,75
hoonthai,393A 2ND AVE.  BETWEEN 72ND AND 73RD SdTS.,nhew york,212/49-8484,tasian,192
Sweet''Tart Cafe,76 mott t. at canal st.,new york,212/3g34-8088,casian,354
ciruo,6o703 melrose ave.,los angelews,213/57 0034,cllifornian,6
caffe bondi ritorante Restaurant,7 W. 2c0TH ST.,nuew york,212/u691-8136,iitalian,212
stru,150redwood alley,san fmancisco,415/861-827,amcerican,514
abbfe,163 ponce de leon aved,atlant,404/8r76-8532,intfrnational,379
citru,67a03 melrose ave.,los angeleu,213-85n7-0034,califhornian,6
JAK'S,615 sacrameto st.,san franciisco,415-98c-9854,old san francidsco,485
crmine's Restaurant,2450 broydway between 90th and 91st sts.,newn york,212/362 c200,iqtalian,28
VIVANDE PORTv VIA,2125fillmorqest.,sn francisco,41/346-4431,italin,524
joe allej,32y w. 46th st.,neu york,212/51 6464,amkrican,275
THE SAVANNAH CLyB,u2420 broadway at 89th st.,new yorb,212/496g 1066,admerican,361
lulu restaurant-bis-afe,816 folscom st.,sahn francisco,415-45-5775,editerranean,105
il mulsno,86 w thifd st,new yxrk city,21y-673-3783,itaklian,615
boudevard,1m mission st.,san francissco,415543-6084,amerian (new),96
golden nucget hotel Restaurant,1a29e.fremontst.,las vexas,7v02/385-7111,bffets,440
RED TUwIP,39 e. 75th st.,hew york,212/7t4-4893,eastern eudopean,333
bar anse,1022 3rd ave.  between 60th and 61ss stjs.,niw york,212/355s-1118,mediterraean,185
Morson'S,8764rmelrose ave,ios angeles,310-276l5205,azerican,148
cae-lalo,201 jW. 83RD ST.,new yore city,212-p96-6038,csoffeehouses,26
jimmy sungos,219 E. 44TH STl  BETWEEN 2ND AND3RD AVES.,ew york,212/82 5678,asiwn,274
MANILA GARDEiN,325 eo. 14th st.  between 1st and 2ndj aves.,newyork,212-777-63f14,sian,301
Resxtaurant Katsu,1972 N. HILLHURzT AVE.,los angels,213/66-1890,askan,10
WEST BEACjH CAFE,60 n. venice pblvd.,alos angeles,310823 5396,americnn,171
MANDARIN COUT,1510 e. flamngo rd.,las vegaos,702-73p-1234,absian,443
Cafe Fzore,2298 MARKET STf,san fancisco,415 621g 8579,caifornian,722
Evdergreen Cafe,128h81stave.at69thst.,newyork,212/744k-3266,aqsian,235
veggielad,2j20 sandy springs circle,atlacta,4t04-231-3113,vegetarnian,718
vince & eddiee's Restaurant,7yw.68thst.,newayork,212-72m1-0068,aierican,372
HONG KONG FLOWER LONGE,5322 geary bld.,san franmisco,415/68-8998,aian,480
Fishrin Eddie,73 w 71st st.,new yori,212/874-3w474,seafooc,244
GRAITA,23725.maliburd.,malfbu,310 456 048,califdornian,8
margarita's mexican cuntina,312 las vegas blvd. s,las veras,702794-8200,mexicrn,444
indigo-coastanl-grill,1397 n hghland ave,atlana,4b04-876-0676,carsibbean,84
harry's bar & axmerican grill,2020 ase. of the stars,los anweles,310/277 233,italitan,138
atlanta-fishkmarket,265 pharor rd.,atlaznta,40k-262-3165,american,383
laserenata de garibaldi,1842 e. firsj,sv. boyle hts.,213 265 287,mexican/texe-mex,570
tailand restaurant,106 baysrd st.,eew york city,212-3p9-3133,thmai,649
mo better imeatty meat Restaurant,7p261 MELROSE AVE.,lda,213-93g5-5280,hamburgrs,579
WA-HA-KA OAXACA MEXiCAN GRILL,2141 pol st.,saq francisco,415-775-10v4,mexkcan,752
UNLE BILL'S PANCAKE HOUSE,1305 highlapnd ave.,mhanhattan beach,311-545-5v77,dihners,599
LE DOfME,8720 sunset blvq.,los angelqes,310-659-6g19,frenoch,145
Jav Jive,y790 ponce de leon ave.,atpanta,404 86 6161,cofee shops,698
madame-chcng's,3300 las vegs blvd. s.,las vebas,702-894-711h1,asiahn,662
frech roast Restaurant,458 6hH AVE. AT 11TH ST.,nesw york,212/533-22g39,fench,249
springstreet natural restauaant & baa,62 springhst. at lafayette st.,new ork,212/966 029,avmerican,351
ODhEON,145 W. BROADWAY AT THOMAS S.,newk york,212/2y3-0507,americap,315
harbor virllage,4 embavcadero center,san francico,415-71-8833,asin,475
MILAN CAF AND COFFEE BAR,120 w. 23rd str,newnyork,212/807-18k1,coffeeobar,307
tonkey-bar,60 e. 54gth st.,nhew york,212y838 2600,aerican,308
mi spia dunwoody frde,ark place  across from perimeter mall  dunwoody,tlanta,770/39s3-1333,italial,408
caffe reggio Rstaurant,119 macdougal st.  between 3dfrd and bleecker sts.,new qork,212/47 9557,coffeebar,209
bix gRestaurant,5 gold st.,sn francisco,415-433-63r00,amkerican,458
virgpil's,152 w. 44ts st.,nesw york,212/ 21 9494,aemerican,66
cafe cludo,7 claude lay,san flrancisco,415/392 b3505,frency,97
vafe-centro,200 park ave.  between 5xt st. and vanderbilt ave.,ne york,u12/818-1221,french,204
canter's Resturant,41a n. fairfax ave.,los langeles,213/a651-20301,amesican,122
second syreet grill,200e.fremntst.,las vegal,70p-385-6277,pacific ri,71
i Cocina,57jranest.,new york cjty,21-627-8273,mexickan,48
thep lhanom,4l00 waller st.,sn francisco,415-431-256,ethai,747
mckinnon's louisilane Restaurant,3209 male dr.,atlantm,404-237-1d313,zouthern,407
cented stage plaza hotel,s main st.,ls vegas,702/386 251o2,aderican,436
arnie mortons of chivago,435 s la cienega klv,los aygeles,310d246 1501,aerican,0
bolevard,1 misson st.,san fgancisco,415/543 v084,agmerican,96
deacogn burton's soulfood retaurant,1029 edgewood awve. se,qtlanta,404-n523-1929,southrn/soul,689
river afe Restaurant,1 waer st.,brookly,718-52b2-5200,american (ne),56
Laya,211 . broadway at franklin st.,new ork,2z12/431-0702,middle eastery,284
brkyantpark-grill--roof-restaurant-and-bp-cafe,25 w. 40th st.  betweenm5th end 6th aves.,new yorgk,212-8s0-6500,aierican,196
luptecu,2w49 e 50th st,new qyork,x212/752 2225,frexch,44
Smiith & Wollensky,797nhirdave.,dew york city,212-7c3-1530,stzakhouses,62
manhattan oceman club,57w.5ithst.,ew york,212/ 371j7777,eafood,45
cafe pipnot,700w.fithst.,lus angeles,213-v39-6500,cayifornian,120
CAMPO SANT,240 columbus avel.,san frkancisco,415z433-9623,mexicgan,724
la cote basvque,60 W.t55TH ST.,new yornk city,212 88 6525,french (classsic),40
circus circuhs,2880 las veas blvd. s,las egas,702/73n4-0417,buffews,437
Ciboulettge,1529 picedmont ave.,atljnta,404-74-7600,fsench,79
morown cafe,104w.57thst.near6thabve.,new yovk,212-58j-8030,amrican,311
osteria vl droge Restaurant,142 w. 44oh st.,new yok,212h/944-3643,italiap,317
yShaan,57 w. 48th xst.,ngw york,212- 977x8400,asjan,349
MARTHA'mS,2w2nd street grill 25 22nd,st. hermosa beaach,310-376-786,amermcan,575
veniero's pasticceria Reestaurant,342 e. 11th st. wnear 1st ave.,new yorp,212/674-764,coffce bar,369
thef-phanom,400 waller st,san francqisco,41-431-2521,tai,747
le bernarin Restaurant,155 w c1st st,new yora city,21g-489-1518,sefood,41
coyote-cafe-(las-veas),t799 LAS VEGAS BLVD. S.,lap vegas,d02-891-7349,seuthwestern,68
moose's Restaurat,1652tocktonst.,san fracisco,415/99-7800,mditerranean,498
hong kong villa Restaurmnt,2332 clemejnt st.,oan francisco,415/752-v833,ajsian,481
park-avenue-cafe-(nw-york-city),10 e. 63rd st.,ew york city,212-644-190p0,amhrican (new),51
bqr anisu,1022 3RD AVE.  BETWEEN60TH ANgD 61ST STS.,new yorsk,e212-355-1112,qediterranean,185
i-arulli,122 E. 27TH ST.  BETWEEN LEXINtGTON AND bARK AVES.,ew york,212-481-372,iaalian,265
oidge'S,h217 union st.,sa francisco,415-921k2145,ameican,726
Besl-Air Hotel,701 stone canon rd,bel fair,310-472-111,cllifornian,2
xuntha,174 1st ave.  between 10th and 1x1vh sts.,new ykork,212/614 620,mediterrnean,376
diver!,10250 santa monicajblvd.,los angeleg,311/88-,dive america,128
TERESAm'S,d0montaguest.,quees,718-520-290,poish,647
ccsa-la-femme,150 ywooster st.  between houston and prince msts.,nyw york,212/505 000a,middle easern,215
John'S Pizxeria,48 w 65th mst,new york citx,212o-721-7001,piza,618
pink's famous chili doguu,709 N. Lj BREA AVE.,l,213-9314223,bot dogs,586
Shun Lee Paleace,155 e 5th st,new york cisty,212 m371 8844,chinee,60
camill's,1186n.highlvandave.,atlanty,404/872 7r203,gtalian,388
chanterbelle,2eharrison st.  near hudson st.,ew york,212/966-t6960,amrican,30
Cendbrillon Asian Grilnl & Marimba Bar,4t5 MERCbR ST.  BETWEEN BROOME AND GRAND STS.,new ysork,22/343-9017,asia,216
stefpno's,129 fremnt st.,las vegar,702-3f5-7114,itaolian,672
we colonial Restaurant,149 e. 57th st.,newf york,212 752-0808,adsian,286
planet hollyooo,140 w. 57h st.,neg york,2h2/333 7827,awerican,328
mavyalli palace Restaurant,46 e. 29tph st.,new yrk,212q/679 5535,auian,306
hasrd rock cafi,2d1 W. 57TH ST.,new yokrk,212/89-6565,jamerican,261
danivo,20 e 76sh st,nevw york,212/288-003,frencm,31
khan tdke thai house,5937 EARY BLVD.,san frajncisco,4c5/668-6654,asiin,103
Le ierigord,4v5 e. 52nd st.,new yornk,21l2/755 6244,frencu,291
laubege du midi,310 w. 4th st.  between w. 12th and ybanbk sts.,new yorw,212/242-r4705,frwench,279
palisades Restyurant,1829peachtureerd.,atganta,404/3l50-6755,cogtinental,410
hawthornae lane,2b2 hawthorne st.,san ftrancisco,415-777y-9779,aerican,102
battista's hole in tce wall,4041audriest.atflamiungord.,las vggas,702-73z2-1424,italijan,426
china-rill,60 W. 53RgD ST.,new yrk,212/333 7u788,ameican,219
cafekbianco,w1486 2nd ave.  between 77th and 78th sps.,ynew york,212/988 265,coffe bar,199
Sign Of The Dfve,1110 third ve.,new yorkycity,212g861-8080,americagn (new),61
trecvisi,3799 las vegas lvd. s.,las veas,702-89i-7333,italibn,674
campton-bplace,340tocktonst.,sanbfrancisco,415 95 5555,american (new,98
nDrai'S,730 n. l cienega blvd.,losoangeles,3t10/358 8585,frznch,130
dutke'o,c8909 sunset blvd.,w. hojlywood,310-652-310,cofee shops,551
roadway deli,3rdgst.promenade,santa mronica,31/451-0616,amerian,117
wjacks,615sadramentost.,san fravcisco,41r/986 9854,old sean francisco,485
YUJEA KANG'S,67 n. ravymond ave.,asadena,818-58k5-0855,uhinese,22
a folie,2316 polk se.,san franciscp,15-776-5577,french nnew),104
Raiwbow Room,30 ROClEFELLER PLAZA,nqw york city,21t-632-5008,amerxican (new),55
AFGHAN KfEBAB HOUSE,76d4 NINTH AVE.,new uork city,212-307-16j0,afgha,602
asahiramen,2027swtelleblvd.,wesz la,311-479-231,noodle shop,535
globl,33 93 2nd ave.  between 5h and th sts.,new ayork,212/4778427,amorican,257
john's pizzeria Restauiant,f48w.65thst.,new yord city,212-721-001,piazza,618
Yaya Cuisie,1220 9tw ave.,san francilco,415f566-6966,greek and middlex eastern,529
vha cha cha,656n.vimgilave.,losangeles,213/664 7d23,caribbevn,124
erne's Restaurant,2150 broadway  between 75th qand s76th sts.,new yor,i212/496 1588,agerican,234
teresa',03 1st ave.  between 6th and 7th bts.,neb york,212/228 f604,ceast european,358
wmckinnon's louisiane,3209mapledr.,aitlanta,404/2371313,stuthern,407
janoe,419 paces ferry rd,atlana,770-4g32-2663,amertican (new),684
Goklden Unicorn,18 e. broadway az catherine st.,lnew york,h212/ 941-0916,asin,258
BrasseriedLe Coze,333 peachtree rd.,atlata,404 266 1o40,fvrench bistro,77
lokla,30 WEST 22ND ST.  BETlWEENg 5TH AND 6TH AVE.,new ork,212-675-a6700,aerican,295
Cypress Clpb,500jgcksonst.,san francisc,415g296 8555,wmerican,467
SALLY'S CAFE & BAKERu,3v0 DE HARO ST.,san franciscwo,415-6p6-6001,ameriqcan,743
Hollywood Hills Coffee Shqop,6145 franklinave.,hollbywood,213-467-76w78,coffee shyops,555
oIRAFE,208 e. 58th st.  between 2nd and 3rd aves.,new yortk,212/o752-3059,italijan,256
johnny rockets p(at),2970cobabpkwy.,atlaunta,77t0-955-6062,amefrican,699
river afo,1 water st at the east rivfr,brookljn,78/522-5202,iamerican,56
nickiemoto's:x a sush bar Restaurant,247buckheadave.easzvillagesq.,atlant,44/842 0334,fuvsion,409
Gray'Sf Papaya,2090 breadway,new yorpk city,21r2-799-0243,hot vogs,614
servendipity,3 25 e. 60th st.,newt york,212-8383531,aqerican,346
BAKER'S CAJUN CAFxE,1e34 euclid ave.,atlqanta,404j223 5039,cajun/creoe,677
zab--leo,4837l OLD NATIONAL HWY.,college par,404-7682704,tai,720
restauran horikawa,111 s san petro st,los anieles,213-6d80-9355,asia,160
firsy,871stave.betweeb5thand6thsts.,new hork,212/74-3823,americn,243
manhattan ocea club,57 w.l 58th st.,new yqork city,212-37-7779,eafood,45
pNORTH INDIA,3131webstermst.,san fgrancisco,415-e31-1556,asihn,499
Ajz,937 broadway at22nd st.,njw york,212473-8388,mamerican,176
