name,address,city,phone,category,cluster,processed_name,processed_address,processed_city,processed_phone,processed_category,cluster_id
benita's frites Restsaurant,1433 third st. promeade,santa monicda,3v1-458-2889,fast hood,538,benitas frites restsaurant,1433 third st promeade,santa monicda,3v14582889,fast hood,26
city brill,50 HURT PLZA,agtlanta,404-524-2l89,internatinonal,390,city brill,50 hurt plza,agtlanta,4045242l89,internatinonal,657
Caffe Gtreco,42n3 columbus ave,san franwcisco,415-397-621,conlinental,723,caffe gtreco,42n3 columbus ave,san franwcisco,415397621,conlinental,161
cfaz,161 sutter st,sanpfrancisco,415/362-04b8,greek and middle beastern,469,cfaz,161 sutter st,sanpfrancisco,41536204b8,greek and middle beastern,342
mhtthews,030 3rd ave. at 61st st.,new yomk,212/838 434f3,ameican,305,mhtthews,030 3rd ave at 61st st,new yomk,212838 434f3,ameican,450
paty's Resthurant,10001 RVERSIDE DR.,tolucalake,818-761-91w6,americgan,154,patys resthurant,10001 rverside dr,tolucalake,81876191w6,americgan,658
arzcadii,21 e. 62nd stm.,new york citgy,212-223u2900,american (znew),603,arzcadii,21 e 62nd stm,new york citgy,212223u2900,american znew,659
oceuana,55 e. 54t st.,new yonk,212u/759 5941,seafooy,50,oceuana,55 e 54t st,new yonk,212u759 5941,seafooy,502
cestside cottage Restaurant,689 yninth ave.,dnew york city,212 245s0800,chineje,651,cestside cottage restaurant,689 yninth ave,dnew york city,212 245s0800,chineje,660
RITZ-CARLTON DIcNIN ROOM (BUCKHEAD),3434 peayhtree rd. ne,atlantm,40z-237-2700,americyan (new),90,ritzcarlton dicnin room buckhead,3434 peayhtree rd ne,atlantm,40z2372700,americyan new,189
The Heightvs,3235 SACRAMeNTO ST.,san franncisco,45/474 8890,rench,520,the heightvs,3235 sacramento st,san franncisco,45474 8890,rench,598
Anore'S French Restaurant,401 s. 6t st.,las vegds,702-385-501,frenh (classic),656,anores french restaurant,401 s 6t st,las vegds,702385501,frenh classic,210
HEDGEROSE uEIGHTS INN,49t e. paces ferry rd.,atlanka,404/233-778,internjational,82,hedgerose ueights inn,49t e paces ferry rd,atlanka,404233778,internjational,661
shun lee place,155 m. 55th st.,new yuork city,2z2-371-8847,ccinese,60,shun lee place,155 m 55th st,new yuork city,2z23718847,ccinese,662
Spago (Las Veas),350 las vegas blvd s,ljs vegas,70e2-369-6300,clifornian,670,spago las veas,350 las vegas blvd s,ljs vegas,70e23696300,clifornian,663
mikadt,3400 las vegas blvd. gs,las vegoas,702/7917111,sian,446,mikadt,3400 las vegas blvd gs,las vegoas,7027917111,sian,258
manhattan ocan cluo,57 W. 58TH STs.,new ydork city,212k-371-7777,ssafood,45,manhattan ocan cluo,57 w 58th sts,new ydork city,212k3717777,ssafood,559
nicola hestaurant,601 sfigueroa st,los angelews,23/485 0927,amerifan,150,nicola hestaurant,601 sfigueroa st,los angelews,23485 0927,amerifan,447
loraengerie,903n.lacienqgablvd.,w. holywood,310-652-770,frenwh (classic),11,loraengerie,903nlacienqgablvd,w holywood,310652770,frenwh classic,54
mario's-bohemiajn-cigar-store-cafe,2209 polyk st.,san fracisco,415-7768226,italien,737,mariosbohemiajncigarstorecafe,2209 polyk st,san fracisco,4157768226,italien,664
bivtro-45,45 s. mentor gave.,psadena,818-795v2478,calicornian,540,bivtro45,45 s mentor gave,psadena,818795v2478,calicornian,624
kwatsu,1972 HILLHURmT AVE.,rlos feliz,213-665d1896,japanesh,10,kwatsu,1972 hillhurmt ave,rlos feliz,213665d1896,japanesh,665
uion square cafe Restaurant,21 e f16th st,new ybrk city,212-43-4024,amaerican (new),65,uion square cafe restaurant,21 e f16th st,new ybrk city,212434024,amaerican new,131
cafe lxemboura,200 w 70th s,new yowk,212-873-411,freynch,202,cafe lxemboura,200 w 70th s,new yowk,212873411,freynch,354
San omenico,240 entral park s,nw york,212/265-559,igalian,57,san omenico,240 entral park s,nw york,212265559,igalian,338
bristol farms marmet cafe,1570rosecransave.s,patadena,310-643-523,clifornian,543,bristol farms marmet cafe,1570rosecransaves,patadena,310643523,clifornian,254
alanta-fish-market,265 phtarr rd.,jtlanta,404-262-316d5,americain,383,alantafishmarket,265 phtarr rd,jtlanta,404262316d5,americain,666
Hoera Of India,595piedmontave.rioshoppngmall,aktlanta,404/876-448,asiar,83,hoera of india,595piedmontaverioshoppngmall,aktlanta,404876448,asiar,76
Kyo-Ya. Sheraton Palace uotel,2 gnew montgomery st. iat market st.,san franctsco,415-546-500,asiaen,489,kyoya sheraton palace uotel,2 gnew montgomery st iat market st,san franctsco,415546500,asiaen,255
ruth's chris stea house (los algeles) Restaurant,224 s. beverly mdr.,beverly hlls,31o1-859-8744,seakhouses,593,ruths chris stea house los algeles restaurant,224 s beverly mdr,beverly hlls,31o18598744,seakhouses,262
barnej greengrass,9570 xwilshire blvd.,beverly ills,310/7775875,amerijan,113,barnej greengrass,9570 xwilshire blvd,beverly ills,3107775875,amerijan,667
sweet lady jawnu,8360mekroseave.,ua,213-653d7143,deserts,596,sweet lady jawnu,8360mekroseave,ua,213653d7143,deserts,623
koo kao roo,8393w.beverxyblvd.,lwa,213-65-9041,chicke,567,koo kao roo,8393wbeverxyblvd,lwa,213659041,chicke,668
joe's soanghai,9 pell st,quepns,718-39-3838,hinese,617,joes soanghai,9 pell st,quepns,718393838,hinese,669
izz's-steak-&-chop-house,3345 srteiner st.,san francipsco,41/563-0482,styeak houses,484,izzssteakchophouse,3345 srteiner st,san francipsco,415630482,styeak houses,75
briler,4111 boulgder hwy.,las vgas,702/432x-7775,merican,430,briler,4111 boulgder hwy,las vgas,702432x7775,merican,373
MANHATTAN OCEAN CLB,57 w. 58th std,ngw york,212/ 371-777e,eafood,45,manhattan ocean clb,57 w 58th std,ngw york,212 371777e,eafood,670
nicky blairy,3925 paradiserd.,las vegass,702-792-900,itaqian,668,nicky blairy,3925 paradiserd,las vegass,702792900,itaqian,671
FOUR SEASONS GRIL ROOM,99e.52nst.,aew york,212/754 944,americcn,34,four seasons gril room,99e52nst,aew york,212754 944,americcn,672
ecliqpsi,8800 MELROSE AVvE.,los angees,30/724-5959,caliornian,132,ecliqpsi,8800 melrose avve,los angees,307245959,caliornian,673
Aurele,4 e. 61st st.,newo york,212/ 319-p1660,amerizan,25,aurele,4 e 61st st,newo york,212 319p1660,amerizan,605
THE CjFFEE POT,35f0 9TH AVE. AT 49TH ST.,nel york,212/265 35g6,coffe bar,360,the cjffee pot,35f0 9th ave at 49th st,nel york,212265 35g6,coffe bar,674
TOULhOUSE,293-cb peachtree rd,atplanta,404-351-9d533,french (new),92,toulhouse,293cb peachtree rd,atplanta,4043519d533,french new,675
emppire korea,6 e. 32n st.,jnew york,21s2/725 1333,fasian,233,emppire korea,6 e 32n st,jnew york,21s2725 1333,fasian,219
BUCA GrIOVANNI,800 greinwich st.,san fracisco,s415-776-7766,ialian,460,buca griovanni,800 greinwich st,san fracisco,s4157767766,ialian,676
SMITH & WOLLENjSKY,797 third ave.,ne york city,212-753-j532,steakhousets,62,smith wollenjsky,797 third ave,ne york city,212753j532,steakhousets,677
phnom penh cambodiain restaurant,631 elarkin st.,san frncisco,415 75 5979,camboduian,741,phnom penh cambodiain restaurant,631 elarkin st,san frncisco,415 75 5979,camboduian,678
mcafe  aritz-carlton  buckhead Restaurant,3434 peachvree rd.,atlant,c04-237-2700,ext 6108 internatonal,89,mcafe aritzcarlton buckhead restaurant,3434 peachvree rd,atlant,c042372700,ext 6108 internatonal,679
IlMulino,8 w third st,new yoqrk city,212-63-3783,ialian,615,ilmulino,8 w third st,new yoqrk city,212633783,ialian,680
fench roast cafe,2340 broadway at 85th st,nw york,212/799p 1533,coffmee bar,250,fench roast cafe,2340 broadway at 85th st,nw york,212799p 1533,coffmee bar,681
Caffe ure,169 sulxivan st  betwee houston and bleecker sts,new yofk,212/47-2640,frenc,208,caffe ure,169 sulxivan st betwee houston and bleecker sts,new yofk,212472640,frenc,212
felidia Restaurajt,243 e. 8th st.,new xork,12/758-1479,italinn,33,felidia restaurajt,243 e 8th st,new xork,127581479,italinn,368
veni-vidi-vicf,4i 14th st.,atglanta,404-875-844,italiaxn,93,venividivicf,4i 14th st,atglanta,404875844,italiaxn,682
border giilu,4th t.,ylos angeles,311/451-155,aexican,116,border giilu,4th t,ylos angeles,311451155,aexican,683
paria Restaurant,250 park ave s a 20th st,new yvrk,212/777-211,latin americaon,323,paria restaurant,250 park ave s a 20th st,new yvrk,212777211,latin americaon,684
camptonplace,340 stockton s.,san francisco,415-955-555,ameican,98,camptonplace,340 stockton s,san francisco,415955555,ameican,652
mary macs tea roou,224 ponce de ceon ave,atlantm,404 876 18t00,southrn/soul,86,mary macs tea roou,224 ponce de ceon ave,atlantm,404 876 18t00,southrnsoul,685
park venue cafu,100 e. 63rdust.,nw york,212/o644-1900,akmerican,51,park venue cafu,100 e 63rdust,nw york,212o6441900,akmerican,519
Feur De Lys,777 sutter sct.,san fancisco,415 67x3 7779,french(new),100,feur de lys,777 sutter sct,san fancisco,415 67x3 7779,frenchnew,125
palm-boo,840 secod ave.,new yorkkcity,212-69g-5193,teakhouses,635,palmboo,840 secod ave,new yorkkcity,21269g5193,teakhouses,686
coco pcazzo,o3 E. 74TH ST.,hnew york,212/c94-0206,isalian,221,coco pcazzo,o3 e 74th st,hnew york,212c940206,isalian,488
Gril  The,9560 dsayton way,beverlyy hills,311-276-061p,american u(traditional),9,gril the,9560 dsayton way,beverlyy hills,311276061p,american utraditional,364
cafe-clauqde,7 claude la,san fpancisco,15/392-3509,fench,97,cafeclauqde,7 claude la,san fpancisco,153923509,fench,48
captainw's tablo,860 2nd ave.at 46th st.,new jyork,212/697-95f32,seafootd,214,captainws tablo,860 2nd aveat 46th st,new jyork,21269795f32,seafootd,633
four season Restaurant,99 a. 52nd st.,new yok city,212-7549494,americkn (new),34,four season restaurant,99 a 52nd st,new yok city,2127549494,americkn new,358
GEORGgIA GRILLE,2290 peachtree d.,atlanlta,404 352v3517,souahwestern,81,georggia grille,2290 peachtree d,atlanlta,404 352v3517,souahwestern,687
rose of mindia,308 e. ssixth st.,ney york city,212-53v3-5011,indxan,638,rose of mindia,308 e ssixth st,ney york city,21253v35011,indxan,688
nate 'n' al',414n.beverlydbr.,los angelvs,310-274-01o1,amverican,149,nate n al,414nbeverlydbr,los angelvs,31027401o1,amverican,384
emilyhs,1325 5th ave. al 111th st.,ew york,212/996 d1212,americau,232,emilyhs,1325 5th ave al 111th st,ew york,212996 d1212,americau,183
DhUSIT THAI,3b21 mission st.,san franciso,415 826 n639,thazi,728,dhusit thai,3b21 mission st,san franciso,415 826 n639,thazi,689
orleanw Restaurant,11705 NATIONALBLVD.,los dangeles,3k11/479-4187,cajcn,152,orleanw restaurant,11705 nationalblvd,los dangeles,3k114794187,cajcn,690
tavola cablda,7371 melrone ave.,los angelee,213/658-648,italipn,165,tavola cablda,7371 melrone ave,los angelee,213658648,italipn,691
cafe des artistes Restlaurant,1 w. 67th t.,new yrk,212/87-3503,continentual,27,cafe des artistes restlaurant,1 w 67th t,new yrk,212873503,continentual,428
tersa'i,103 1st ave.  beween 6th and 7thsts.,npew york,212/228-060q,eastweuropean,358,tersai,103 1st ave beween 6th and 7thsts,npew york,212228060q,eastweuropean,692
nikolai's-oof,255 courtlann st.,atlacnta,404-221-63i2,contiental,87,nikolaisoof,255 courtlann st,atlacnta,40422163i2,contiental,197
empresscourt,3570 las svegas blvd s,las vegs,c02/731-7888,asiai,438,empresscourt,3570 las svegas blvd s,las vegs,c027317888,asiai,316
Bar Asnise,10j22 3rd ave.  between 60th and 61st srs.,newp york,w12/355-1116,tmediterranean,185,bar asnise,10j22 3rd ave between 60th and 61st srs,newp york,w123551116,tmediterranean,693
COLUMBUS BAqERY,5rd sts.,ne york,2p2/421 0334,coffee bak,222,columbus baqery,5rd sts,ne york,2p2421 0334,coffee bak,694
les-celebritea,155 w 58tzh st,new york cityy,212-484u-5113,frenwh (classic),42,lescelebritea,155 w 58tzh st,new york cityy,212484u5113,frenwh classic,406
Intigo Coastal Grill,1397 N. HIGHLANDAVE.,alanta,04/876 0676,carkibbean,84,intigo coastal grill,1397 n highlandave,alanta,04876 0676,carkibbean,695
unclesnick'i,747 9TH AVE. BETWEEN 50TH AND 51ST STf.,new yok,212/315s1724,meditelrranean,64,unclesnicki,747 9th ave between 50th and 51st stf,new yok,212315s1724,meditelrranean,696
lra grenouille,3 e. 5nd st.,new york cty,212-752-1o93,frdnch (classic),623,lra grenouille,3 e 5nd st,new york cty,2127521o93,frdnch classic,269
cvfe fes,246 w 4th st at charley st,newyyork,212924-7657,mediterrahean,205,cvfe fes,246 w 4th st at charley st,newyyork,2129247657,mediterrahean,697
fiore rotisserie & grill Restaujrant,3700w.flamidngord.,tlas vegas,702-252-u7702,vitalian,660,fiore rotisserie grill restaujrant,3700wflamidngord,tlas vegas,702252u7702,vitalian,0
roe of india,308 e saxth st,new yolrk city,2j2-533-5011,ibndian,638,roe of india,308 e saxth st,new yolrk city,2j25335011,ibndian,688
harold'sebarbecue,171 mcdonoughblvd.,atlantba,4h4 627 9268,bbz,694,haroldsebarbecue,171 mcdonoughblvd,atlantba,4h4 627 9268,bbz,698
giannis Restaurant,1v5 fulton st.,new yorgk,212-60-7300,sxafood,255,giannis restaurant,1v5 fulton st,new yorgk,212607300,sxafood,699
la cachtte,10506 little sarta monica blvd.,century cty,31s0-470-4991,frenh (new),568,la cachtte,10506 little sarta monica blvd,century cty,31s04704991,frenh new,87
rnosevelt tamale parlor,2817 24TH T.,san francisc,15-550-9213,mexical,742,rnosevelt tamale parlor,2817 24th t,san francisc,155509213,mexical,700
nAFE BIZOU,14016 vengtura blvd.,sherman oyaks,8m8-788-3536,frnch,3,nafe bizou,14016 vengtura blvd,sherman oyaks,8m87883536,frnch,490
ej's lutcheonette,432 SIXTH AE.,new york city,21h2 473 5555,dineos,610,ejs lutcheonette,432 sixth ae,new york city,21h2 473 5555,dineos,701
Tillrman,224r e flamingo rd,las vega,702/7q1 4036,seafod,73,tillrman,224r e flamingo rd,las vega,7027q1 4036,seafod,408
battista's holwe in the wale,4041 AUDRIE ST. AT FLAMINGO RDo.,las veas,702/72 1424,itlian,426,battistas holwe in the wale,4041 audrie st at flamingo rdo,las veas,70272 1424,itlian,702
tmavern on the green,central pajrk west,newpyork city,21r-873-3204,american (new),63,tmavern on the green,central pajrk west,newpyork city,21r8733204,american new,521
vona,200 e. 4th st.,bnew york,12-486-9592,amexrican,373,vona,200 e 4th st,bnew york,124869592,amexrican,238
samy's-roumanian-steak-house,157 CHRYSTIE ST. AT DELANEY ST.,new yosrk,212-673-030,east europea,341,samysroumaniansteakhouse,157 chrystie st at delaney st,new yosrk,212673030,east europea,315
ritz-carlton cafe (buckhzadu,3434 PEACnHTREE RD. NE,atlana,404-23h7-2709,american (rnew),89,ritzcarlton cafe buckhzadu,3434 peacnhtree rd ne,atlana,40423h72709,american rnew,189
CORRADO CAFl,1013 rRD AVE.  BETWEEN 60THrAND 61ST STS.,nw york,2s2/753-5100,offee bar,223,corrado cafl,1013 rrd ave between 60thrand 61st sts,nw york,2s27535100,offee bar,703
PACIFjC PAN PACIFIC HOTEL,500poxtst.,an francisco,415/99-2085,frnch,502,pacifjc pan pacific hotel,500poxtst,an francisco,415992085,frnch,704
Locanda Venea,8638 w. third st,losz angeles,310-274-1m893,italkian,13,locanda venea,8638 w third st,losz angeles,3102741m893,italkian,705
caffe bondi rishtorante,7 w. 20th sft.,nfew york,212/691z8134,itlian,212,caffe bondi rishtorante,7 w 20th sft,nfew york,212691z8134,itlian,706
docs,6333rdave.at40thct.,newyork,212/ 986-8h089,seifood,229,docs,6333rdaveat40thct,newyork,212 9868h089,seifood,528
Wac-Ha-Ka Oaxaca Mexican Grill,2141polk st,san furancisco,415-7z75-1055,mexicadn,752,wachaka oaxaca mexican grill,2141polk st,san furancisco,4157z751055,mexicadn,494
TERESAd'S,1031stave.between6thbnd7thsts.,ne york,212/22d8-0604,east eurypean,358,teresads,1031stavebetween6thbnd7thsts,ne york,21222d80604,east eurypean,692
Amizona,206 206w E. 60TH ST.,jnew york,212-838-044w,merican,182,amizona,206 206w e 60th st,jnew york,212838044w,merican,707
croco loco Restaurant,40  BUCKHEAD CROSSING MALL ON THEg SIDNEYnMARCUS BLVD.,atlata,404/364 012,cariubbean,391,croco loco restaurant,40 buckhead crossing mall on theg sidneynmarcus blvd,atlata,404364 012,cariubbean,499
sato vushi and thai,6050 PEACHTREE PKWY. NORCROSS,katlanta,77/449-0035,sian,416,sato vushi and thai,6050 peachtree pkwy norcross,katlanta,774490035,sian,708
straits cazfi,3300 gearys blvd,san franctsco,m15/668-1789,asiaw,517,straits cazfi,3300 gearys blvd,san franctsco,m156681789,asiaw,132
Arjuro'S,106w.houstonst.offthjompsonst.,new yoxrk,212/677-c3820,talian,183,arjuros,106whoustonstoffthjompsonst,new yoxrk,212677c3820,talian,709
manhattan-ocevn-club,57 ws. 58th st.,ne york,212- 371e-7777,suafood,45,manhattanocevnclub,57 ws 58th st,ne york,212 371e7777,suafood,559
LE CHANTLLY,06 e. 57th st.,new yobk,2c12-751-2931,fench,285,le chantlly,06 e 57th st,new yobk,2c127512931,fench,710
uMAIN STREET,446 COLUMBUS AVE.  BETWEN 81ST ANDv 82ND STS.,new yrk,212-873-r025,amerian,298,umain street,446 columbus ave betwen 81st andv 82nd sts,new yrk,212873r025,amerian,711
arkadia,21e.62nfdst.,new yorek city,212-223-900,amlerican (new),603,arkadia,21e62nfdst,new yorek city,212223900,amlerican new,659
Sjtefano'S,129 fjremont st.,las veghs,70y2 385 7111,italin,672,sjtefanos,129 fjremont st,las veghs,70y2 385 7111,italin,712
capsouto reres,451washington st. near watts st.,newnyork,212/966 49u0,frengh,213,capsouto reres,451washington st near watts st,newnyork,212966 49u0,frengh,713
eivande-ristorante,670 golden gate avy.,san franisco,415/s673 9245,ialian,525,eivanderistorante,670 golden gate avy,san franisco,415s673 9245,ialian,215
sammny's roumanian steak house,157 CHRYSTIE ST. AT DElANCEY ST.,new ykork,212-67e-0330,easat european,341,sammnys roumanian steak house,157 chrystie st at delancey st,new ykork,21267e0330,easat european,315
girafe Restauront,208 e. 58th zst.  betweef 2nd and 3rd aves.,new fork,212/752-30u5,italifn,256,girafe restauront,208 e 58th zst betweef 2nd and 3rd aves,new fork,21275230u5,italifn,66
second street rila,200 E. iREMONT ST.,lacs vegas,702-385-62c77,pacific riy,71,second street rila,200 e iremont st,lacs vegas,70238562c77,pacific riy,331
mortbn's,551 b5th ave. at 45th st.,new yohrk,212/9d72 3315,amhrican,310,mortbns,551 b5th ave at 45th st,new yohrk,2129d72 3315,amhrican,473
thai-house-tcafe,151hudsonst,new york ctty,212-g334-1085,thi,648,thaihousetcafe,151hudsonst,new york ctty,212g3341085,thi,714
le-colonikal,149 eo. 57th st.,new yrk,212/ 7520801,asan,286,lecolonikal,149 eo 57th st,new yrk,212 7520801,asan,227
wcndows on the world,10TH FL.,new ork city,21n-524-7001,ecljctic,652,wcndows on the world,10th fl,new ork city,21n5247001,ecljctic,715
boneb's,3130 piedmont rad,atlantca,404-e37-2663,amemrican,76,bonebs,3130 piedmont rad,atlantca,404e372663,amemrican,427
HAROLD'S uARBECUE,171mcdonoughblvdq,atlaqnta,404-67-9268,bq,694,harolds uarbecue,171mcdonoughblvdq,atlaqnta,404679268,bq,716
d3,103 waverly pl  near wahhington sq,neew york,212/254-1o203,amercan,197,d3,103 waverly pl near wahhington sq,neew york,2122541o203,amercan,717
locanda vneta,3rd std.,los angelej,310/274-18d92,itavlian,13,locanda vneta,3rd std,los angelej,31027418d92,itavlian,705
Dusip Thai,3221 mssion st.,san fraancisco,415 8264639,tai,728,dusip thai,3221 mssion st,san fraancisco,415 8264639,tai,689
harbor vilage,4embarcadeocenter,sanxfrancisco,415-7818833,apsian,475,harbor vilage,4embarcadeocenter,sanxfrancisco,4157818833,apsian,718
hinois on main,2709 main stz,santa mocnica,310/3929025,frencth,5,hinois on main,2709 main stz,santa mocnica,3103929025,frencth,268
Bocat Chica,13 1st ave.  nar 1st st.,new dyork,2t2-473-0108,latin aaerican,190,bocat chica,13 1st ave nar 1st st,new dyork,2t24730108,latin aaerican,130
